transaction_id,customer_id,account_id,date,transaction_type,amount,merchant,payment_mode,status
T000349,C02856,A18817,2026-06-14,Debit,931,Amazon,Bank Transfer,Success
T000350,C08611,A12403,2026-06-15,Debit,3040,Uber,Credit Card,Success
T000351,C04235,A13380,2026-04-24,Debit,1673,D-Mart,UPI,Success
T000352,C06872,A18260,2026-05-21,Debit,3478,Airtel,Credit Card,Success
T000353,C09489,A10991,2026-06-05,Debit,2332,Electricity Board,UPI,Success
T000354,C02555,A13226,2026-06-09,Credit,10052,UPI Received,Bank Transfer,Success
T000355,C05848,A13049,2026-01-03,Debit,732,Zomato,Debit Card,Success
T000356,C09484,A16591,2026-03-18,Debit,3042,Amazon,Net Banking,Success
T000357,C07092,A18397,2026-03-21,Debit,2314,Zomato,UPI,Success
T000358,C01996,A16762,2026-06-01,Debit,1434,MakeMyTrip,UPI,Success
T000359,C03649,A13745,2026-04-22,Debit,2571,Swiggy,Bank Transfer,Success
T000360,C00650,A18913,2026-07-02,Debit,2000,Zomato,Credit Card,Success
T000361,C02585,A15526,2026-01-12,Debit,1447,MakeMyTrip,UPI,Success
T000362,C05201,A19564,2026-04-26,Credit,20525,Bank Refund,UPI,Success
T000363,C09835,A19001,2026-07-17,Debit,3921,Electricity Board,Bank Transfer,Success
T000364,C08599,A16336,2026-06-26,Debit,4889,Amazon,Net Banking,Success
T000365,C07007,A18130,2026-06-11,Debit,531,MakeMyTrip,UPI,Success
T000366,C06116,A10963,2026-01-10,Debit,3422,Swiggy,UPI,Success
T000367,C08491,A13686,2026-03-25,Debit,3577,Airtel,Debit Card,Success
T000368,C06448,A10041,2026-07-13,Debit,1974,Electricity Board,Debit Card,Success
T000369,C08626,A19420,2026-07-22,Debit,2822,Uber,UPI,Success
T000370,C06407,A11905,2026-02-12,Debit,2226,Amazon,UPI,Success
T000371,C05912,A13065,2026-07-16,Credit,22673,UPI Received,Credit Card,Success
T000372,C03099,A17010,2026-05-10,Debit,4396,Zomato,Bank Transfer,Success
T000373,C05622,A18709,2026-01-11,Debit,968,D-Mart,UPI,Success
T000374,C03427,A12926,2026-01-13,Credit,89481,Bank Refund,UPI,Failed
T000375,C03245,A13609,2026-05-24,Debit,3727,Zomato,UPI,Success
T000376,C03818,A10161,2026-05-03,Debit,367,Swiggy,Debit Card,Success
T000377,C08972,A14918,2026-07-25,Debit,3098,Flipkart,Debit Card,Success
T000378,C01275,A10395,2026-05-07,Debit,1003,Uber,UPI,Pending
T000379,C09953,A14667,2026-02-25,Debit,515,Airtel,Bank Transfer,Success
T000380,C01000,A11651,2026-02-01,Debit,615,Airtel,Debit Card,Success
T000381,C09618,A13735,2026-02-06,Debit,4773,Swiggy,Credit Card,Success
T000382,C08910,A12172,2026-05-12,Credit,2299,Salary,UPI,Success
T000383,C01222,A14711,2026-02-05,Debit,3192,D-Mart,Net Banking,Success
T000384,C02278,A17386,2026-06-15,Debit,4718,Amazon,UPI,Success
T000385,C08649,A12009,2026-04-28,Debit,1064,Amazon,UPI,Success
T000386,C05611,A10575,2026-06-24,Debit,3123,Electricity Board,Credit Card,Failed
T000387,C08086,A15045,2026-05-11,Credit,43227,Salary,Bank Transfer,Success
T000388,C05974,A19882,2026-03-29,Debit,1997,Zomato,Credit Card,Success
T000389,C00539,A11839,2026-02-09,Debit,1958,Flipkart,UPI,Success
T000390,C03495,A14368,2026-02-06,Debit,2795,Electricity Board,Debit Card,Success
T000391,C01753,A16519,2026-04-27,Debit,2126,MakeMyTrip,Debit Card,Success
T000392,C06756,A18616,2026-06-29,Credit,26718,Cashback,UPI,Success
T000393,C03452,A17068,2026-01-14,Debit,4485,Uber,Debit Card,Success
T000394,C02941,A11679,2026-04-04,Debit,1117,Swiggy,Credit Card,Success
T000395,C01698,A18754,2026-04-14,Debit,3356,Zomato,Net Banking,Success
T000396,C02318,A12825,2026-06-13,Debit,4115,Zomato,Bank Transfer,Success
T000397,C08963,A17687,2026-03-17,Debit,3586,Swiggy,Credit Card,Success
T000398,C00640,A13016,2026-04-12,Debit,3266,Netflix,Debit Card,Success
T000399,C04512,A18928,2026-07-01,Debit,2237,MakeMyTrip,UPI,Success
T000400,C06844,A18001,2026-03-21,Debit,3891,Flipkart,Credit Card,Success
T000401,C07452,A16659,2026-04-13,Debit,116,Airtel,UPI,Success
T000402,C03582,A10364,2026-06-28,Debit,3066,Netflix,UPI,Success
T000403,C00312,A15291,2026-01-16,Debit,2434,Zomato,Credit Card,Success
T000404,C05953,A17178,2026-02-13,Credit,50938,Bank Refund,UPI,Success
T000405,C09475,A15790,2026-04-15,Credit,42499,UPI Received,Net Banking,Failed
T000406,C08936,A18570,2026-03-14,Debit,1671,Uber,UPI,Success
T000407,C02127,A15215,2026-03-06,Debit,2303,Airtel,UPI,Failed
T000408,C03430,A10614,2026-01-09,Debit,4030,Airtel,UPI,Success
T000409,C08869,A14691,2026-06-03,Debit,4209,MakeMyTrip,Debit Card,Success
T000410,C06269,A16385,2026-02-15,Debit,3991,Amazon,UPI,Success
T000411,C07903,A13865,2026-02-18,Debit,4098,Airtel,UPI,Success
T000412,C06514,A13367,2026-02-16,Debit,1161,Netflix,Credit Card,Success
T000413,C03881,A10117,2026-06-19,Credit,66439,Cashback,UPI,Success
T000414,C07679,A10886,2026-04-10,Debit,1163,Netflix,Debit Card,Success
T000415,C05273,A13045,2026-02-25,Debit,4893,Airtel,UPI,Success
T000416,C09147,A11658,2026-07-01,Debit,3375,Uber,Credit Card,Success
T000417,C06503,A15098,2026-04-03,Debit,321,Electricity Board,Debit Card,Success
T000418,C00918,A16114,2026-01-31,Credit,97935,UPI Received,Debit Card,Success
T000419,C09156,A14668,2026-01-16,Credit,49853,Bank Refund,Bank Transfer,Failed
T000420,C05092,A16507,2026-01-29,Credit,33354,Salary,UPI,Success
T000421,C03562,A11880,2026-06-18,Credit,81344,Bank Refund,UPI,Success
T000422,C00145,A19382,2026-07-08,Debit,3843,Flipkart,Credit Card,Success
T000423,C03953,A11202,2026-05-09,Debit,4727,MakeMyTrip,UPI,Success
T000424,C09015,A10339,2026-07-11,Debit,2361,MakeMyTrip,Debit Card,Success
T000425,C09304,A11719,2026-03-12,Debit,323,MakeMyTrip,Net Banking,Success
T000426,C04889,A14212,2026-02-12,Debit,3694,Netflix,UPI,Pending
T000427,C07701,A13064,2026-06-18,Debit,1431,Swiggy,Debit Card,Success
T000428,C04449,A19644,2026-03-29,Debit,3945,Swiggy,Debit Card,Success
T000429,C00686,A12933,2026-05-12,Debit,1764,Airtel,Debit Card,Success
T000430,C00776,A19201,2026-04-30,Debit,3379,Zomato,Net Banking,Failed
T000431,C09953,A11301,2026-05-07,Debit,4960,Netflix,UPI,Success
T000432,C00082,A10874,2026-06-29,Debit,4939,D-Mart,Bank Transfer,Success
T000433,C00934,A18401,2026-02-11,Debit,4686,Uber,Debit Card,Success
T000434,C06765,A12810,2026-01-01,Debit,261,Zomato,Credit Card,Success
T000435,C04916,A18072,2026-03-09,Debit,4163,MakeMyTrip,UPI,Success
T000436,C03305,A10714,2026-06-19,Debit,2839,Zomato,Debit Card,Success
T000437,C01448,A10831,2026-01-10,Credit,83721,Cashback,UPI,Success
T000438,C05728,A15014,2026-06-13,Debit,4371,Airtel,UPI,Success
T000439,C06370,A17440,2026-05-13,Credit,33540,Cashback,UPI,Success
T000440,C01818,A17624,2026-03-22,Debit,736,Amazon,UPI,Success
T000441,C04705,A18014,2026-04-30,Credit,13974,UPI Received,Debit Card,Success
T000442,C03354,A17181,2026-02-28,Debit,73,Electricity Board,UPI,Pending
T000443,C02540,A13604,2026-03-19,Debit,4409,Zomato,Debit Card,Success
T000444,C03853,A17220,2026-01-18,Debit,3968,D-Mart,UPI,Success
T000445,C01118,A19946,2026-07-22,Debit,4404,Uber,UPI,Success
T000446,C06604,A16355,2026-04-08,Debit,3564,D-Mart,Credit Card,Success
T000447,C00504,A14542,2026-03-31,Debit,4188,Flipkart,UPI,Success
T000448,C08338,A15793,2026-01-29,Debit,4578,Netflix,Credit Card,Success
T000449,C09264,A16974,2026-01-18,Credit,15472,Salary,UPI,Success
T000450,C04519,A16684,2026-04-30,Debit,328,Uber,Bank Transfer,Pending
T000451,C08824,A13597,2026-01-04,Debit,2540,Netflix,Debit Card,Success
T000452,C08981,A15197,2026-06-20,Debit,4060,Netflix,UPI,Success
T000453,C08168,A12383,2026-02-28,Debit,3760,D-Mart,Bank Transfer,Success
T000454,C01189,A14261,2026-02-03,Debit,2576,D-Mart,UPI,Success
T000455,C09181,A18123,2026-01-17,Debit,1174,Uber,UPI,Success
T000456,C08213,A15799,2026-06-07,Debit,803,Swiggy,UPI,Success
T000457,C04855,A17479,2026-06-05,Debit,1034,Zomato,Credit Card,Success
T000458,C00544,A17697,2026-04-19,Credit,86695,Dividend,Bank Transfer,Success
T000459,C06538,A19960,2026-03-30,Credit,15034,UPI Received,Debit Card,Success
T000460,C09058,A12132,2026-05-01,Debit,3607,Zomato,Bank Transfer,Success
T000461,C07304,A16404,2026-06-11,Debit,2694,MakeMyTrip,UPI,Success
T000462,C02354,A16980,2026-05-11,Debit,3665,Uber,Debit Card,Success
T000463,C06051,A14726,2026-04-23,Credit,7588,Dividend,Credit Card,Failed
T000464,C06328,A11982,2026-04-27,Credit,38860,UPI Received,UPI,Success
T000465,C04705,A12344,2026-06-05,Credit,93851,Salary,Bank Transfer,Pending
T000466,C01758,A19509,2026-01-04,Debit,436,Electricity Board,UPI,Success
T000467,C00675,A13528,2026-04-23,Credit,69770,Salary,Credit Card,Success
T000468,C06316,A13747,2026-04-05,Debit,4636,Airtel,UPI,Pending
T000469,C05698,A19631,2026-07-27,Credit,60235,Interest Credit,UPI,Success
T000470,C02978,A19735,2026-04-11,Debit,2638,Airtel,UPI,Success
T000471,C05767,A14105,2026-01-22,Debit,2859,Zomato,UPI,Success
T000472,C06819,A14996,2026-05-30,Debit,4658,Airtel,Bank Transfer,Success
T000473,C01587,A19969,2026-05-05,Debit,731,Uber,Credit Card,Success
T000474,C09205,A11291,2026-01-11,Credit,77082,Salary,Credit Card,Success
T000475,C03275,A13898,2026-05-15,Debit,3789,Electricity Board,Debit Card,Success
T000476,C00830,A14082,2026-03-18,Credit,6380,Cashback,UPI,Failed
T000477,C02789,A15866,2026-05-10,Credit,94016,Dividend,UPI,Success
T000478,C03518,A16394,2026-06-03,Debit,2231,Swiggy,Debit Card,Failed
T000479,C07671,A11559,2026-07-08,Debit,453,Amazon,Credit Card,Success
T000480,C02480,A19404,2026-02-21,Debit,1171,Airtel,Bank Transfer,Success
T000481,C01046,A18364,2026-05-03,Debit,4840,Uber,Debit Card,Success
T000482,C09047,A10108,2026-05-31,Credit,9510,Dividend,UPI,Success
T000483,C05978,A10929,2026-04-27,Debit,1525,Flipkart,UPI,Pending
T000484,C00780,A18273,2026-04-17,Credit,10216,Interest Credit,UPI,Success
T000485,C00919,A12063,2026-02-22,Credit,27317,Salary,UPI,Success
T000486,C03866,A10478,2026-02-27,Credit,73202,UPI Received,UPI,Success
T000487,C05912,A19355,2026-04-25,Debit,2860,Amazon,Debit Card,Success
T000488,C05505,A19643,2026-04-10,Debit,1332,Netflix,UPI,Success
T000489,C00763,A15331,2026-07-12,Debit,4581,Electricity Board,UPI,Failed
T000490,C06486,A15667,2026-05-06,Debit,3022,Swiggy,UPI,Success
T000491,C02987,A17701,2026-05-25,Debit,552,Amazon,UPI,Success
T000492,C04347,A11373,2026-07-21,Debit,1569,Amazon,Debit Card,Pending
T000493,C02321,A12183,2026-04-08,Debit,4180,Airtel,Debit Card,Success
T000494,C04705,A11786,2026-04-10,Debit,3323,MakeMyTrip,Credit Card,Success
T000495,C03596,A19284,2026-04-05,Credit,8365,Bank Refund,Credit Card,Success
T000496,C03505,A12490,2026-02-03,Debit,1242,Swiggy,UPI,Success
T000497,C07129,A19246,2026-03-30,Debit,4830,Netflix,UPI,Success
T000498,C02855,A13696,2026-03-05,Credit,24032,Salary,Credit Card,Success
T000499,C03193,A11051,2026-04-08,Debit,3306,Netflix,Debit Card,Success
T000500,C09932,A19326,2026-07-07,Debit,2684,D-Mart,Bank Transfer,Success
T000501,C01046,A14929,2026-02-01,Debit,905,Uber,Bank Transfer,Success
T000502,C05370,A10228,2026-06-20,Credit,52476,Salary,Debit Card,Success
T000503,C01132,A13743,2026-06-20,Debit,2653,D-Mart,UPI,Success
T000504,C05255,A16094,2026-06-13,Debit,2797,Flipkart,UPI,Failed
T000505,C08477,A15825,2026-01-25,Debit,4626,Swiggy,UPI,Success
T000506,C07910,A10539,2026-05-10,Debit,668,Amazon,UPI,Success
T000507,C08328,A14584,2026-05-24,Debit,564,MakeMyTrip,UPI,Success
T000508,C04627,A10853,2026-01-03,Debit,2513,Flipkart,Bank Transfer,Success
T000509,C05497,A11353,2026-04-04,Debit,3956,Swiggy,UPI,Success
T000510,C01151,A10610,2026-01-01,Debit,3171,Uber,UPI,Success
T000511,C04601,A17729,2026-02-15,Debit,2190,Flipkart,Debit Card,Success
T000512,C05379,A17189,2026-01-14,Debit,3773,Zomato,UPI,Success
T000513,C02594,A12593,2026-06-26,Debit,4830,Amazon,UPI,Success
T000514,C06896,A10729,2026-01-16,Debit,1609,Swiggy,Debit Card,Success
T000515,C04663,A11077,2026-06-28,Debit,867,Uber,UPI,Success
T000516,C03428,A14337,2026-02-02,Debit,1421,Swiggy,Credit Card,Success
T000517,C04179,A10385,2026-07-07,Debit,3649,Swiggy,Bank Transfer,Success
T000518,C02564,A11977,2026-07-24,Debit,3185,Netflix,Credit Card,Success
T000519,C09296,A18689,2026-04-11,Debit,2562,Netflix,UPI,Success
T000520,C03220,A14685,2026-07-19,Credit,91908,Dividend,UPI,Failed
T000521,C05722,A10732,2026-02-15,Debit,555,D-Mart,Debit Card,Success
T000522,C02175,A13092,2026-01-16,Debit,1170,Airtel,Credit Card,Success
T000523,C00824,A19913,2026-06-11,Debit,4817,Swiggy,UPI,Success
T000524,C09915,A10425,2026-05-02,Debit,1941,Amazon,Debit Card,Success
T000525,C08342,A15986,2026-06-06,Debit,4243,MakeMyTrip,UPI,Success
T000526,C06068,A10642,2026-03-12,Debit,1614,MakeMyTrip,UPI,Success
T000527,C04260,A16272,2026-02-16,Credit,24199,Cashback,Debit Card,Success
T000528,C01590,A14043,2026-05-19,Debit,1079,Uber,UPI,Success
T000529,C06991,A19686,2026-06-11,Debit,3699,Swiggy,Bank Transfer,Success
T000530,C06442,A12443,2026-03-17,Credit,60991,UPI Received,UPI,Success
T000531,C01826,A10883,2026-01-04,Debit,3197,Electricity Board,UPI,Success
T000532,C07146,A11961,2026-07-07,Debit,1192,Zomato,UPI,Success
T000533,C09157,A12372,2026-04-19,Debit,190,Flipkart,UPI,Success
T000534,C09229,A14647,2026-04-01,Credit,72180,Cashback,UPI,Success
T000535,C04061,A13414,2026-06-13,Debit,3504,Swiggy,UPI,Success
T000536,C02751,A17786,2026-04-22,Debit,3545,MakeMyTrip,Credit Card,Success
T000537,C08219,A17112,2026-05-10,Debit,3414,Electricity Board,Debit Card,Success
T000538,C09744,A13460,2026-01-17,Debit,3152,Zomato,Net Banking,Success
T000539,C09568,A17481,2026-07-10,Debit,2176,Flipkart,Debit Card,Success
T000540,C01956,A13115,2026-02-10,Credit,13490,Interest Credit,Debit Card,Success
T000541,C04742,A13308,2026-05-22,Credit,54388,Cashback,UPI,Success
T000542,C07233,A11666,2026-02-23,Debit,1242,D-Mart,UPI,Success
T000543,C07710,A15162,2026-06-02,Debit,597,Amazon,UPI,Success
T000544,C06883,A11016,2026-06-12,Credit,35233,Bank Refund,Credit Card,Success
T000545,C09050,A10529,2026-03-10,Credit,69555,Cashback,UPI,Success
T000546,C04287,A13347,2026-06-28,Debit,4711,Netflix,UPI,Success
T000547,C05999,A19874,2026-06-25,Debit,4620,Uber,Debit Card,Success
T000548,C03993,A18452,2026-06-25,Debit,311,Netflix,UPI,Success
T000549,C01412,A13924,2026-05-13,Credit,31643,Bank Refund,Debit Card,Success
T000550,C02414,A16279,2026-03-05,Debit,4910,MakeMyTrip,UPI,Success
T000551,C02023,A16789,2026-06-22,Debit,354,Zomato,UPI,Success
T000552,C00438,A16208,2026-02-27,Credit,14123,Dividend,Debit Card,Success
T000553,C08187,A14400,2026-01-17,Debit,105,Flipkart,UPI,Success
T000554,C06649,A16365,2026-02-16,Debit,2526,Airtel,Debit Card,Failed
T000555,C02235,A11077,2026-05-17,Debit,4235,Flipkart,Credit Card,Success
T000556,C01721,A16708,2026-03-25,Debit,1455,D-Mart,UPI,Success
T000557,C06604,A17475,2026-03-01,Debit,2118,Zomato,Bank Transfer,Pending
T000558,C06668,A11963,2026-05-07,Debit,2362,Netflix,Bank Transfer,Success
T000559,C09563,A19778,2026-02-26,Debit,568,Amazon,UPI,Pending
T000560,C05163,A16959,2026-01-13,Credit,98531,Bank Refund,UPI,Success
T000561,C07310,A16082,2026-04-16,Credit,36456,Dividend,UPI,Success
T000562,C08782,A14595,2026-03-24,Debit,2562,Electricity Board,Credit Card,Success
T000563,C04454,A11789,2026-07-02,Debit,4289,Electricity Board,UPI,Success
T000564,C01594,A11563,2026-01-07,Debit,3463,Flipkart,UPI,Success
T000565,C03472,A15054,2026-03-09,Debit,1659,Amazon,UPI,Success
T000566,C04921,A18128,2026-03-26,Debit,1382,Airtel,Debit Card,Success
T000567,C04090,A17082,2026-05-03,Debit,3780,Electricity Board,Bank Transfer,Success
T000568,C07245,A14293,2026-01-23,Debit,3864,Flipkart,UPI,Success
T000569,C05944,A13908,2026-04-21,Debit,1723,D-Mart,UPI,Success
T000570,C01376,A17589,2026-07-13,Debit,2492,Amazon,UPI,Success
T000571,C09136,A10993,2026-06-13,Debit,4488,D-Mart,UPI,Success
T000572,C03845,A11710,2026-07-03,Debit,1699,Flipkart,UPI,Success
T000573,C06466,A17218,2026-03-14,Debit,4346,Flipkart,Debit Card,Success
T000574,C08969,A17817,2026-01-28,Debit,1289,D-Mart,Bank Transfer,Success
T000575,C08342,A15683,2026-05-15,Debit,323,D-Mart,Credit Card,Failed
T000576,C06719,A19199,2026-01-30,Debit,3773,Electricity Board,UPI,Success
T000577,C07315,A17444,2026-01-07,Debit,2403,Swiggy,UPI,Success
T000578,C06574,A16753,2026-05-31,Debit,3943,Airtel,UPI,Success
T000579,C05095,A11202,2026-07-01,Credit,30295,Dividend,Debit Card,Success
T000580,C01524,A17370,2026-02-23,Credit,16088,Salary,Credit Card,Success
T000581,C08866,A18313,2026-07-04,Debit,1405,Electricity Board,Credit Card,Success
T000582,C05834,A13565,2026-04-12,Credit,75662,Interest Credit,UPI,Success
T000583,C01007,A19199,2026-04-05,Debit,4522,Uber,UPI,Success
T000584,C04430,A12716,2026-07-08,Credit,69192,UPI Received,UPI,Success
T000585,C07522,A13777,2026-01-11,Credit,43014,Cashback,UPI,Success
T000586,C04688,A11281,2026-05-19,Credit,25408,UPI Received,UPI,Success
T000587,C00933,A14606,2026-06-14,Credit,36212,Salary,Debit Card,Success
T000588,C08014,A15224,2026-01-24,Debit,3487,Flipkart,UPI,Success
T000589,C01570,A18520,2026-01-25,Credit,43152,Dividend,UPI,Success
T000590,C06968,A10499,2026-06-13,Credit,41620,UPI Received,UPI,Success
T000591,C01788,A13753,2026-07-22,Debit,1938,Amazon,Debit Card,Success
T000592,C04316,A18553,2026-02-14,Debit,3107,D-Mart,UPI,Success
T000593,C08397,A15625,2026-04-15,Credit,18442,Bank Refund,Credit Card,Success
T000594,C02441,A11216,2026-05-20,Debit,3561,Swiggy,UPI,Success
T000595,C09189,A10440,2026-06-07,Credit,54113,Salary,UPI,Success
T000596,C05784,A19713,2026-04-19,Debit,4427,Electricity Board,UPI,Success
T000597,C07079,A18475,2026-07-23,Credit,42590,Cashback,UPI,Success
T000598,C09724,A13389,2026-07-16,Debit,4870,Uber,Credit Card,Pending
T000599,C00588,A12860,2026-06-25,Debit,3429,Electricity Board,UPI,Success
T000600,C08190,A12485,2026-04-28,Debit,4898,Electricity Board,UPI,Success
T000601,C09390,A18917,2026-05-25,Debit,4010,D-Mart,Debit Card,Success
T000602,C03941,A16587,2026-01-08,Debit,3218,Flipkart,UPI,Success
T000603,C00086,A19427,2026-05-26,Debit,335,Netflix,UPI,Success
T000604,C02969,A15618,2026-01-02,Debit,785,Airtel,UPI,Success
T000605,C02763,A11843,2026-03-09,Debit,2882,D-Mart,UPI,Success
T000606,C07099,A19429,2026-07-02,Debit,2268,Amazon,Credit Card,Success
T000607,C05593,A19837,2026-07-05,Debit,4285,Zomato,UPI,Success
T000608,C03848,A15108,2026-03-30,Debit,4625,Netflix,UPI,Success
T000609,C04281,A17031,2026-02-15,Credit,4338,Interest Credit,UPI,Success
T000610,C09707,A10819,2026-03-11,Credit,35059,Bank Refund,UPI,Success
T000611,C03137,A17176,2026-06-17,Debit,2239,Amazon,UPI,Success
T000612,C02932,A13951,2026-02-18,Credit,64883,Dividend,UPI,Success
T000613,C05857,A17341,2026-02-19,Debit,732,Electricity Board,Bank Transfer,Success
T000614,C01303,A14912,2026-06-11,Debit,225,Zomato,Credit Card,Success
T000615,C02789,A16934,2026-01-29,Credit,72638,Bank Refund,Net Banking,Success
T000616,C07365,A10791,2026-06-08,Debit,1273,Zomato,Debit Card,Success
T000617,C01850,A18928,2026-05-02,Debit,1715,Swiggy,UPI,Success
T000618,C03239,A19910,2026-07-15,Credit,80262,Dividend,UPI,Pending
T000619,C03091,A12448,2026-06-21,Credit,51220,Dividend,Debit Card,Success
T000620,C03633,A11190,2026-03-14,Debit,382,Zomato,Debit Card,Failed
T000621,C02076,A14421,2026-07-26,Debit,1645,Airtel,Credit Card,Success
T000622,C07773,A12442,2026-03-18,Credit,43707,Interest Credit,Bank Transfer,Success
T000623,C00283,A10080,2026-05-15,Debit,634,D-Mart,UPI,Pending
T000624,C05617,A14867,2026-06-30,Debit,3506,Swiggy,UPI,Success
T000625,C06239,A18517,2026-01-03,Debit,1209,Netflix,UPI,Success
T000626,C04839,A16003,2026-03-06,Debit,1858,Swiggy,UPI,Success
T000627,C00394,A13808,2026-05-21,Debit,144,Airtel,UPI,Success
T000628,C02924,A19945,2026-06-08,Debit,905,Airtel,Debit Card,Success
T000629,C01523,A14595,2026-03-13,Debit,3832,Amazon,Debit Card,Success
T000630,C07563,A17859,2026-03-24,Debit,335,Swiggy,Credit Card,Success
T000631,C02454,A10043,2026-02-12,Debit,1444,Amazon,UPI,Failed
T000632,C07354,A15376,2026-05-17,Debit,26,Uber,Debit Card,Success
T000633,C03381,A15235,2026-03-16,Debit,3282,Electricity Board,Credit Card,Success
T000634,C06883,A17591,2026-05-27,Debit,1906,Electricity Board,UPI,Success
T000635,C04181,A13134,2026-01-01,Debit,565,Zomato,Net Banking,Success
T000636,C04212,A10921,2026-03-16,Debit,1728,Amazon,UPI,Pending
T000637,C06718,A12999,2026-07-10,Credit,97012,Interest Credit,UPI,Success
T000638,C00709,A10917,2026-07-14,Debit,904,Netflix,Bank Transfer,Success
T000639,C03152,A16964,2026-01-08,Debit,3086,Zomato,Net Banking,Success
T000640,C02173,A11135,2026-07-03,Debit,4348,Flipkart,UPI,Success
T000641,C05329,A10327,2026-03-19,Debit,1911,Zomato,UPI,Success
T000642,C03443,A13301,2026-03-15,Debit,3784,Airtel,UPI,Success
T000643,C02647,A15349,2026-04-17,Debit,2896,Netflix,UPI,Failed
T000644,C07701,A15940,2026-05-11,Debit,4454,Netflix,Net Banking,Success
T000645,C08726,A10366,2026-04-18,Debit,2921,Amazon,Credit Card,Success
T000646,C00255,A17213,2026-05-20,Debit,1149,D-Mart,Credit Card,Success
T000647,C09593,A16738,2026-05-18,Debit,2446,D-Mart,Credit Card,Success
T000648,C07750,A13959,2026-02-07,Debit,2976,Netflix,UPI,Success
T000649,C01226,A16302,2026-05-23,Debit,1012,Netflix,UPI,Success
T000650,C09110,A17293,2026-04-08,Credit,57373,Salary,Debit Card,Success
T000651,C01705,A13792,2026-06-09,Debit,357,Flipkart,UPI,Success
T000652,C02768,A12972,2026-03-25,Credit,71390,Bank Refund,UPI,Success
T000653,C05951,A14880,2026-06-21,Debit,2036,Zomato,UPI,Success
T000654,C07078,A12401,2026-06-16,Debit,4858,D-Mart,Bank Transfer,Success
T000655,C05316,A12256,2026-03-15,Debit,293,Amazon,UPI,Success
T000656,C07173,A15281,2026-01-16,Debit,196,Zomato,Debit Card,Success
T000657,C07005,A19706,2026-01-26,Credit,70961,Dividend,UPI,Success
T000658,C05628,A11088,2026-05-05,Debit,216,D-Mart,UPI,Success
T000659,C00114,A12813,2026-02-23,Credit,31472,Dividend,UPI,Pending
T000660,C08187,A17735,2026-01-02,Debit,125,Uber,UPI,Success
T000661,C05450,A17886,2026-06-22,Debit,109,Uber,UPI,Failed
T000662,C01552,A14993,2026-03-28,Debit,1428,Uber,UPI,Success
T000663,C06376,A19388,2026-01-14,Debit,2140,MakeMyTrip,Credit Card,Success
T000664,C03594,A16447,2026-05-27,Debit,424,Amazon,UPI,Success
T000665,C06452,A14145,2026-06-23,Credit,70136,Salary,UPI,Pending
T000666,C03388,A12714,2026-04-08,Debit,1220,Electricity Board,UPI,Success
T000667,C07382,A10406,2026-04-01,Debit,1798,Netflix,UPI,Success
T000668,C02427,A11665,2026-03-26,Credit,52414,UPI Received,Debit Card,Success
T000669,C00282,A17623,2026-07-21,Debit,2060,D-Mart,Bank Transfer,Success
T000670,C04086,A11447,2026-06-14,Debit,2206,Airtel,UPI,Success
T000671,C03725,A19769,2026-02-03,Debit,2843,Electricity Board,Net Banking,Success
T000672,C03463,A14968,2026-04-06,Debit,3155,Electricity Board,Net Banking,Success
T000673,C00321,A19441,2026-03-17,Debit,1375,Netflix,UPI,Success
T000674,C03482,A11111,2026-02-09,Debit,4814,Flipkart,UPI,Success
T000675,C09131,A16208,2026-05-08,Debit,2245,Flipkart,UPI,Success
T000676,C07067,A10248,2026-01-07,Debit,3966,Airtel,Debit Card,Success
T000677,C09813,A14620,2026-03-31,Credit,52613,Bank Refund,UPI,Pending
T000678,C01342,A12748,2026-01-20,Credit,47437,Bank Refund,Bank Transfer,Success
T000679,C02690,A13098,2026-04-27,Debit,1071,D-Mart,Bank Transfer,Success
T000680,C05079,A12345,2026-01-13,Debit,793,Amazon,Credit Card,Success
T000681,C00824,A11194,2026-01-14,Debit,2013,Zomato,Bank Transfer,Success
T000682,C03580,A10781,2026-05-21,Debit,2743,Amazon,Credit Card,Success
T000683,C02991,A15635,2026-06-18,Debit,274,MakeMyTrip,UPI,Success
T000684,C07268,A18560,2026-01-17,Debit,3890,Flipkart,Credit Card,Success
T000685,C04805,A11835,2026-03-13,Debit,829,Swiggy,UPI,Success
T000686,C01506,A11748,2026-02-04,Debit,4504,Flipkart,Credit Card,Success
T000687,C00738,A12090,2026-04-26,Credit,83887,Dividend,UPI,Success
T000688,C05217,A18955,2026-01-25,Credit,64415,Cashback,Debit Card,Success
T000689,C05612,A12071,2026-07-14,Debit,3601,MakeMyTrip,Credit Card,Success
T000690,C09284,A19146,2026-06-16,Debit,3051,Airtel,UPI,Success
T000691,C02758,A14924,2026-05-18,Credit,61523,Salary,Credit Card,Success
T000692,C06823,A14434,2026-06-18,Debit,508,MakeMyTrip,UPI,Success
T000693,C06721,A12925,2026-05-06,Debit,4165,Netflix,UPI,Success
T000694,C04366,A18334,2026-03-25,Debit,312,Netflix,Debit Card,Success
T000695,C07234,A11408,2026-02-12,Debit,1586,Swiggy,UPI,Success
T000696,C06422,A19192,2026-04-08,Debit,2570,MakeMyTrip,Credit Card,Success
T000697,C02360,A14564,2026-07-21,Debit,4696,Uber,Debit Card,Success
T000698,C04008,A19771,2026-04-21,Debit,2332,MakeMyTrip,UPI,Success
T000699,C06850,A18365,2026-05-22,Debit,4885,D-Mart,UPI,Success
