loan_id,customer_id,loan_type,loan_amount,interest_rate,emi,credit_score,loan_status,default_flag,remaining_balance
L00393,C15339,Business Loan,125000,0.1137,2165,632,Active,No,85600
L00394,C02492,Personal Loan,9000,0.1042,292,739,Active,No,1300
L00395,C15329,Home Loan,500000,0.1052,4728,476,Defaulted,Yes,206200
L00396,C14600,Home Loan,375000,0.08289999999999999,2828,679,Active,No,144700
L00397,C19509,Personal Loan,24000,0.1336,551,634,Active,No,19000
L00398,C03052,Personal Loan,9000,0.1307,804,625,Active,No,4300
L00399,C15980,Personal Loan,14000,0.1277,470,651,Active,No,2400
L00400,C16389,Personal Loan,18000,0.1441,1620,564,Active,No,6100
L00401,C21607,Business Loan,140000,0.0984,6450,779,Closed,No,0
L00402,C21700,Personal Loan,16000,0.1543,558,509,Active,Yes,12100
L00403,C21254,Education Loan,58000,0.0713,1392,704,Closed,No,0
L00404,C00877,Business Loan,205000,0.119,9640,617,Active,No,22300
L00405,C04143,Personal Loan,29000,0.09609999999999999,611,850,Closed,No,0
L00406,C15203,Personal Loan,4000,0.1156,187,691,Active,No,2800
L00407,C06967,Car Loan,12000,0.1145,313,509,Active,No,7000
L00408,C07080,Car Loan,40000,0.0775,972,736,Active,No,13200
L00409,C07988,Home Loan,150000,0.08449999999999999,1297,597,Active,No,98700
L00410,C06800,Home Loan,200000,0.06309999999999999,1327,773,Active,No,48600
L00411,C04466,Home Loan,450000,0.064,3895,742,Active,No,372400
L00412,C17020,Home Loan,200000,0.0546,1223,815,Active,No,102700
L00413,C13418,Home Loan,375000,0.07150000000000001,2533,705,Active,No,54800
L00414,C18078,Home Loan,200000,0.0629,1237,759,Active,No,170100
L00415,C21137,Car Loan,34000,0.0891,1080,693,Active,No,11900
L00416,C08312,Business Loan,25000,0.1158,1172,639,Active,No,20200
L00417,C17215,Car Loan,42000,0.077,1019,780,Closed,No,0
L00418,C14099,Business Loan,100000,0.1229,2239,585,Active,No,61000
L00419,C05178,Car Loan,24000,0.09609999999999999,770,686,Active,No,9300
L00420,C14263,Car Loan,14000,0.0882,444,641,Closed,No,0
L00421,C08309,Personal Loan,3000,0.1115,78,761,Closed,No,0
L00422,C05950,Home Loan,225000,0.0718,1524,609,Closed,No,0
L00423,C19223,Education Loan,16000,0.0808,250,655,Closed,No,0
L00424,C01151,Business Loan,45000,0.1063,2090,693,Closed,No,0
L00425,C01932,Personal Loan,20000,0.09910000000000001,644,816,Active,No,13400
L00426,C09205,Home Loan,500000,0.08929999999999999,4172,644,Closed,No,0
L00427,C18049,Car Loan,40000,0.0941,729,655,Active,No,35800
L00428,C01082,Home Loan,150000,0.09359999999999999,1554,575,Active,No,54700
L00429,C16897,Home Loan,225000,0.0872,1984,606,Active,No,97400
L00430,C13408,Education Loan,12000,0.0774,144,725,Active,No,4200
L00431,C07806,Personal Loan,22000,0.1137,1029,692,Active,No,1900
L00432,C05238,Car Loan,14000,0.1,355,694,Active,No,8200
L00433,C16944,Business Loan,185000,0.0889,8442,838,Active,No,108200
L00434,C20057,Personal Loan,12000,0.1402,410,547,Active,No,7300
L00435,C12776,Personal Loan,40000,0.103,1851,850,Active,No,29700
L00436,C16245,Home Loan,450000,0.065,3920,790,Active,No,25300
L00437,C13185,Home Loan,425000,0.0888,4280,662,Active,No,216500
L00438,C03344,Car Loan,14000,0.08779999999999999,444,723,Active,No,900
L00439,C13501,Personal Loan,36000,0.1367,832,631,Active,No,17000
L00440,C20455,Home Loan,175000,0.07,1164,717,Active,No,156700
L00441,C09663,Home Loan,450000,0.05400000000000001,2737,850,Closed,No,0
L00442,C16965,Personal Loan,13000,0.1296,438,635,Defaulted,Yes,12200
L00443,C15126,Personal Loan,29000,0.1201,764,670,Active,No,7700
L00444,C08131,Car Loan,60000,0.0958,1510,625,Active,Yes,27200
L00445,C19532,Personal Loan,17000,0.1277,385,639,Active,No,6700
L00446,C20634,Home Loan,350000,0.0708,2730,655,Active,No,137700
L00447,C01680,Personal Loan,4000,0.1311,357,596,Active,No,1200
L00448,C03507,Business Loan,95000,0.115,1652,667,Active,No,77300
L00449,C13285,Home Loan,400000,0.0842,3199,694,Active,No,89300
L00450,C07254,Car Loan,22000,0.08839999999999999,546,655,Closed,No,0
L00451,C19129,Personal Loan,21000,0.1446,579,494,Active,No,14800
L00452,C09436,Car Loan,56000,0.1043,1818,676,Active,No,19600
L00453,C21573,Home Loan,250000,0.0765,2339,685,Active,No,22100
L00454,C11311,Business Loan,160000,0.08220000000000001,3261,850,Closed,No,0
L00455,C13297,Car Loan,58000,0.08960000000000001,1843,692,Active,No,18100
L00456,C18526,Education Loan,10000,0.0706,240,769,Active,No,3300
L00457,C13246,Home Loan,325000,0.0755,2284,653,Closed,No,0
L00458,C11152,Car Loan,56000,0.0738,1351,800,Active,No,32300
L00459,C10458,Car Loan,30000,0.1034,766,609,Active,No,23400
L00460,C02480,Personal Loan,10000,0.1144,261,732,Closed,No,0
L00461,C04453,Personal Loan,10000,0.1059,882,761,Closed,No,0
L00462,C05882,Car Loan,38000,0.0872,1203,748,Closed,No,0
L00463,C14070,Home Loan,175000,0.0459,1347,850,Closed,No,0
L00464,C02850,Car Loan,16000,0.1022,342,640,Active,No,8900
L00465,C07391,Home Loan,475000,0.0486,3098,810,Closed,No,0
L00466,C11923,Home Loan,350000,0.0602,2957,788,Active,No,120700
L00467,C02490,Car Loan,16000,0.083,393,694,Closed,No,0
L00468,C09824,Home Loan,400000,0.0529,2704,846,Active,No,293300
L00469,C09208,Business Loan,30000,0.1102,653,677,Active,No,8700
L00470,C09541,Education Loan,30000,0.0843,474,691,Active,No,9200
L00471,C16365,Car Loan,52000,0.0919,1084,689,Closed,No,0
L00472,C04612,Education Loan,50000,0.1073,1286,581,Closed,No,0
L00473,C19224,Education Loan,28000,0.0783,565,754,Closed,No,0
L00474,C05879,Home Loan,450000,0.0655,3053,741,Active,No,102600
L00475,C16348,Education Loan,32000,0.0812,783,681,Active,No,19500
L00476,C00852,Home Loan,275000,0.0529,2216,839,Closed,No,0
L00477,C18072,Personal Loan,20000,0.1225,1779,652,Active,No,11000
L00478,C06834,Personal Loan,27000,0.1355,732,542,Active,Yes,15900
L00479,C11939,Car Loan,56000,0.0658,1098,850,Active,No,31800
L00480,C02428,Home Loan,500000,0.0568,3490,775,Active,No,393800
L00481,C04001,Home Loan,450000,0.0673,3416,743,Active,No,43600
L00482,C05053,Car Loan,46000,0.0906,956,661,Closed,No,0
L00483,C02739,Personal Loan,10000,0.1166,469,719,Active,No,2600
L00484,C05388,Car Loan,30000,0.113,576,582,Active,No,2300
L00485,C08003,Car Loan,56000,0.0966,1180,670,Active,No,2900
L00486,C05537,Home Loan,225000,0.0809,1895,613,Active,No,98100
L00487,C13480,Home Loan,275000,0.07139999999999999,2493,712,Active,No,18900
L00488,C03914,Car Loan,34000,0.0809,691,768,Active,No,25000
L00489,C17451,Personal Loan,5000,0.1289,237,600,Closed,No,0
L00490,C20765,Home Loan,300000,0.0599,2148,751,Closed,No,0
L00491,C10637,Home Loan,375000,0.0728,2718,706,Active,No,37600
L00492,C20492,Home Loan,350000,0.0641,2344,748,Closed,No,0
L00493,C05727,Home Loan,425000,0.0855,3283,669,Closed,No,0
L00494,C03374,Personal Loan,35000,0.1128,1636,749,Active,No,28600
L00495,C12162,Car Loan,34000,0.0947,1089,630,Closed,No,0
L00496,C02083,Personal Loan,28000,0.143,961,547,Active,No,1500
L00497,C16282,Education Loan,10000,0.1066,257,566,Active,No,4700
L00498,C15306,Home Loan,100000,0.0916,910,647,Closed,No,0
L00499,C09818,Personal Loan,14000,0.1401,1257,552,Active,No,7900
L00500,C11262,Car Loan,62000,0.0673,1049,821,Active,No,40800
L00501,C00418,Car Loan,38000,0.0876,680,682,Closed,No,0
L00502,C08809,Car Loan,20000,0.0789,404,768,Closed,No,0
L00503,C20359,Car Loan,50000,0.08039999999999999,1015,756,Active,No,25100
L00504,C03268,Car Loan,42000,0.09609999999999999,1348,690,Active,No,26200
L00505,C17210,Home Loan,500000,0.0517,3347,850,Active,No,429100
L00506,C05746,Car Loan,18000,0.0675,554,850,Active,No,11200
L00507,C11339,Car Loan,30000,0.0727,515,808,Closed,No,0
L00508,C00413,Business Loan,195000,0.1207,3450,613,Active,Yes,179800
L00509,C07544,Car Loan,22000,0.0793,536,811,Active,No,5400
L00510,C07588,Car Loan,38000,0.1102,1244,541,Defaulted,Yes,16500
L00511,C00729,Personal Loan,40000,0.0901,3498,808,Active,No,26600
L00512,C11658,Education Loan,18000,0.1182,256,472,Active,No,13100
L00513,C05989,Business Loan,135000,0.1096,2933,662,Closed,No,0
L00514,C18889,Car Loan,46000,0.0774,1436,792,Active,No,25600
L00515,C02968,Car Loan,64000,0.07690000000000001,1112,722,Active,No,26800
L00516,C14528,Home Loan,375000,0.09880000000000001,3589,564,Active,No,27600
L00517,C19171,Car Loan,12000,0.0796,376,704,Active,No,10000
L00518,C16049,Car Loan,14000,0.0821,343,722,Active,No,10700
L00519,C17507,Car Loan,34000,0.0888,1079,707,Active,No,5100
L00520,C20464,Home Loan,225000,0.07730000000000001,1609,655,Active,No,51700
L00521,C17956,Car Loan,64000,0.0746,1281,762,Active,No,37400
L00522,C05074,Home Loan,325000,0.059,2725,787,Active,No,130900
L00523,C05105,Car Loan,46000,0.0888,826,676,Closed,No,0
L00524,C02144,Home Loan,500000,0.051,2952,819,Active,No,327600
L00525,C07358,Car Loan,60000,0.095,1507,676,Closed,No,0
L00526,C12044,Home Loan,375000,0.0836,3662,648,Active,No,316000
L00527,C03441,Home Loan,500000,0.051,2715,805,Active,No,363700
L00528,C20151,Car Loan,56000,0.05860000000000001,1700,802,Closed,No,0
L00529,C05645,Home Loan,475000,0.0814,4578,637,Active,No,398000
L00530,C10519,Car Loan,64000,0.09849999999999999,1181,624,Active,Yes,29800
L00531,C14553,Business Loan,200000,0.08869999999999999,9125,839,Active,No,77400
L00532,C02915,Business Loan,25000,0.1146,1171,681,Active,No,17500
L00533,C21353,Home Loan,125000,0.0815,1205,690,Closed,No,0
L00534,C13585,Education Loan,38000,0.0797,927,668,Active,No,14600
L00535,C12145,Personal Loan,34000,0.1022,2993,802,Active,No,2100
L00536,C14398,Business Loan,140000,0.0902,6397,850,Active,No,108200
L00537,C08788,Car Loan,26000,0.0796,527,695,Active,No,22200
L00538,C14192,Home Loan,225000,0.0488,1470,850,Active,No,175900
L00539,C00729,Personal Loan,17000,0.1282,455,642,Active,No,3900
L00540,C17750,Home Loan,350000,0.07440000000000001,2807,665,Closed,No,0
L00541,C20877,Car Loan,18000,0.0828,318,747,Active,No,1000
L00542,C00699,Personal Loan,30000,0.1212,998,620,Active,No,14100
L00543,C07187,Car Loan,24000,0.0693,574,746,Active,No,8900
L00544,C14513,Car Loan,16000,0.1019,518,645,Active,No,10300
L00545,C13924,Business Loan,45000,0.1352,1528,558,Closed,No,0
L00546,C16780,Business Loan,225000,0.1402,4219,541,Closed,No,0
L00547,C07401,Personal Loan,35000,0.1244,1170,662,Closed,No,0
L00548,C04172,Car Loan,34000,0.0909,707,725,Active,No,19800
L00549,C04361,Education Loan,54000,0.1031,723,574,Defaulted,Yes,38600
L00550,C02503,Education Loan,68000,0.06480000000000001,771,705,Active,No,20200
L00551,C17102,Home Loan,275000,0.0726,2175,705,Active,No,22800
L00552,C19167,Home Loan,450000,0.0799,3299,675,Active,No,113200
L00553,C21331,Home Loan,475000,0.079,4512,611,Closed,No,0
L00554,C05487,Personal Loan,31000,0.1205,690,710,Active,No,15800
L00555,C08336,Home Loan,500000,0.07400000000000001,3997,677,Active,No,223700
L00556,C21365,Personal Loan,40000,0.1016,1849,773,Active,No,21900
L00557,C04492,Car Loan,24000,0.1137,625,580,Active,No,20100
L00558,C11131,Personal Loan,39000,0.1154,3457,699,Closed,No,0
L00559,C21973,Car Loan,40000,0.1056,861,581,Active,No,3200
L00560,C07652,Home Loan,300000,0.08199999999999999,2902,669,Active,No,52300
L00561,C20021,Education Loan,70000,0.1011,929,596,Active,Yes,36400
L00562,C01168,Business Loan,160000,0.1186,5304,612,Active,No,22100
L00563,C01063,Car Loan,62000,0.0891,1115,689,Closed,No,0
L00564,C18541,Education Loan,44000,0.0941,717,641,Closed,No,0
L00565,C21546,Home Loan,425000,0.0545,2400,814,Closed,No,0
L00566,C21690,Car Loan,52000,0.0699,1029,790,Active,No,36500
L00567,C11175,Home Loan,200000,0.07139999999999999,1567,758,Closed,No,0
L00568,C04730,Personal Loan,38000,0.1008,809,756,Active,No,26200
L00569,C09349,Home Loan,300000,0.0709,2712,701,Closed,No,0
L00570,C05335,Personal Loan,32000,0.0949,804,800,Active,No,1900
L00571,C08925,Home Loan,125000,0.0745,1155,665,Active,No,34800
L00572,C04331,Car Loan,54000,0.0654,1058,850,Active,No,3900
L00573,C06802,Personal Loan,7000,0.1273,187,609,Active,Yes,3400
L00574,C04847,Education Loan,22000,0.0958,360,594,Active,No,16300
L00575,C06732,Car Loan,56000,0.1011,1423,571,Active,No,47500
L00576,C15369,Home Loan,475000,0.092,4874,586,Active,No,203700
L00577,C17338,Home Loan,425000,0.0885,4273,551,Active,No,234400
L00578,C02540,Education Loan,18000,0.0868,445,708,Closed,No,0
L00579,C07057,Personal Loan,12000,0.1092,310,762,Active,No,5700
L00580,C11517,Personal Loan,14000,0.1238,468,692,Active,No,2700
L00581,C11494,Car Loan,22000,0.1085,417,572,Active,No,19000
L00582,C01543,Home Loan,425000,0.0784,3235,650,Closed,No,0
L00583,C21678,Home Loan,450000,0.0605,3237,761,Active,No,216300
L00584,C13965,Personal Loan,28000,0.1217,2490,660,Active,No,16700
L00585,C17576,Home Loan,450000,0.0928,3712,622,Active,No,184300
L00586,C06314,Home Loan,200000,0.1006,1764,561,Active,No,39500
L00587,C19066,Home Loan,200000,0.0818,1493,654,Closed,No,0
L00588,C17925,Home Loan,400000,0.0771,3274,630,Active,No,114900
L00589,C21926,Home Loan,500000,0.07339999999999999,3643,682,Active,No,129600
L00590,C13808,Business Loan,100000,0.1072,4648,730,Closed,No,0
L00591,C09581,Personal Loan,25000,0.1217,1179,665,Active,Yes,16000
L00592,C17750,Car Loan,36000,0.0793,729,705,Active,No,19900
L00593,C08692,Home Loan,500000,0.0694,3306,730,Active,No,269300
L00594,C07495,Home Loan,100000,0.0819,848,585,Closed,No,0
L00595,C04313,Education Loan,80000,0.0518,856,850,Active,No,12000
L00596,C01325,Car Loan,58000,0.0989,1869,626,Active,No,37800
L00597,C03142,Home Loan,400000,0.0684,2786,733,Closed,No,0
L00598,C19871,Personal Loan,40000,0.1329,916,593,Active,No,34900
L00599,C01811,Personal Loan,13000,0.1174,287,699,Active,No,9700
L00600,C06589,Education Loan,62000,0.08310000000000001,762,702,Closed,No,0
L00601,C19308,Home Loan,150000,0.0453,763,831,Closed,No,0
L00602,C05302,Personal Loan,39000,0.1344,1055,670,Active,No,19300
L00603,C20571,Car Loan,50000,0.08130000000000001,1017,800,Closed,No,0
L00604,C15486,Business Loan,170000,0.1018,7859,714,Active,No,118300
L00605,C11715,Education Loan,72000,0.06570000000000001,1411,847,Closed,No,0
L00606,C20653,Home Loan,100000,0.1026,1091,538,Closed,No,0
L00607,C04749,Car Loan,54000,0.09359999999999999,1726,730,Active,No,31900
L00608,C21234,Car Loan,42000,0.1219,938,462,Closed,No,0
L00609,C09436,Car Loan,28000,0.0821,686,685,Closed,No,0
L00610,C03710,Education Loan,48000,0.0728,957,776,Active,No,41800
L00611,C13117,Business Loan,115000,0.0917,2397,812,Closed,No,0
L00612,C09577,Home Loan,500000,0.06269999999999999,3305,752,Closed,No,0
L00613,C10151,Home Loan,125000,0.0824,1064,665,Active,No,102000
L00614,C19457,Car Loan,40000,0.0874,990,736,Active,No,2900
L00615,C06531,Home Loan,150000,0.0553,855,850,Active,No,25300
L00616,C10189,Home Loan,300000,0.0708,2136,696,Closed,No,0
L00617,C14684,Personal Loan,17000,0.1079,1501,771,Closed,No,0
L00618,C00505,Education Loan,18000,0.0924,292,653,Active,No,10000
L00619,C01215,Home Loan,400000,0.0666,2571,780,Closed,No,0
L00620,C01532,Car Loan,18000,0.0794,564,767,Active,No,5800
L00621,C00824,Home Loan,475000,0.0852,4683,638,Closed,No,0
L00622,C17313,Home Loan,400000,0.0673,3037,756,Active,No,293600
L00623,C05030,Personal Loan,19000,0.1122,1681,760,Active,No,12900
L00624,C13429,Home Loan,100000,0.0642,741,752,Active,No,68600
L00625,C16518,Education Loan,34000,0.0802,690,686,Closed,No,0
L00626,C02106,Education Loan,46000,0.0726,700,794,Active,No,19600
L00627,C03628,Car Loan,44000,0.1105,1442,610,Closed,No,0
L00628,C12973,Home Loan,325000,0.0758,2634,690,Active,No,199200
L00629,C01853,Personal Loan,40000,0.1178,3550,699,Closed,No,0
L00630,C04911,Home Loan,300000,0.06860000000000001,2673,789,Closed,No,0
L00631,C20560,Home Loan,325000,0.0796,2376,607,Active,No,199700
L00632,C11004,Personal Loan,21000,0.1196,553,710,Active,No,6700
L00633,C21733,Car Loan,58000,0.0922,1210,648,Active,No,37800
L00634,C13844,Home Loan,350000,0.0674,2416,699,Active,No,144100
L00635,C11705,Home Loan,325000,0.0684,2892,723,Active,No,265300
L00636,C15762,Business Loan,165000,0.1214,5491,581,Active,No,89100
L00637,C06191,Personal Loan,13000,0.09269999999999999,272,797,Active,No,5700
L00638,C17641,Business Loan,35000,0.1011,1131,726,Active,No,3000
L00639,C19761,Business Loan,110000,0.12,2447,617,Active,No,94200
L00640,C05646,Personal Loan,18000,0.1132,842,660,Active,No,1900
L00641,C19871,Home Loan,425000,0.0547,2602,817,Closed,No,0
L00642,C19969,Car Loan,52000,0.08220000000000001,917,725,Closed,No,0
L00643,C09589,Home Loan,300000,0.0863,2628,607,Active,No,123000
L00644,C11830,Home Loan,475000,0.0943,3970,623,Active,No,340100
L00645,C08054,Car Loan,42000,0.0784,1022,743,Active,No,6700
L00646,C03331,Personal Loan,3000,0.106,77,753,Active,No,2400
L00647,C19088,Home Loan,475000,0.06860000000000001,3643,720,Active,No,35200
L00648,C08663,Car Loan,36000,0.0993,1160,665,Active,No,21200
L00649,C07115,Car Loan,36000,0.07919999999999999,1127,758,Active,No,32000
L00650,C13324,Home Loan,500000,0.069,3847,663,Active,No,313300
L00651,C01354,Home Loan,500000,0.0861,3884,617,Active,No,158000
L00652,C10976,Home Loan,250000,0.0623,1646,824,Active,No,15800
L00653,C11024,Personal Loan,11000,0.1098,239,731,Active,No,5700
L00654,C21448,Car Loan,54000,0.1036,1379,623,Closed,No,0
L00655,C00668,Car Loan,34000,0.09359999999999999,712,701,Active,No,7600
L00656,C20853,Car Loan,32000,0.0929,581,692,Active,No,13300
L00657,C09338,Home Loan,175000,0.0795,1458,660,Active,No,149700
L00658,C13660,Home Loan,275000,0.077,1961,709,Closed,No,0
L00659,C03720,Home Loan,325000,0.09,2727,611,Closed,No,0
L00660,C19130,Home Loan,125000,0.0709,1130,764,Closed,No,0
L00661,C07484,Home Loan,475000,0.0701,4272,689,Closed,No,0
L00662,C00540,Personal Loan,25000,0.1345,676,553,Active,No,3700
L00663,C04965,Home Loan,375000,0.08130000000000001,3612,670,Active,No,57700
L00664,C04836,Car Loan,48000,0.08800000000000001,860,637,Active,No,3800
L00665,C20160,Car Loan,32000,0.1306,1079,435,Active,No,25900
L00666,C06043,Personal Loan,17000,0.1142,560,676,Active,No,13000
L00667,C14838,Home Loan,200000,0.0561,1388,778,Closed,No,0
L00668,C07313,Education Loan,46000,0.0886,579,680,Active,No,26800
L00669,C05321,Business Loan,245000,0.1007,11313,750,Closed,No,0
L00670,C13217,Home Loan,350000,0.0793,3331,690,Active,No,314800
L00671,C02780,Car Loan,50000,0.0922,907,651,Closed,No,0
L00672,C17309,Education Loan,58000,0.09140000000000001,1447,627,Closed,No,0
L00673,C01582,Personal Loan,24000,0.1424,823,580,Active,No,4700
L00674,C19709,Home Loan,100000,0.0573,582,768,Active,No,64000
L00675,C12678,Personal Loan,9000,0.1188,236,752,Active,No,2200
L00676,C05714,Personal Loan,38000,0.13,1019,666,Active,No,11300
L00677,C16640,Personal Loan,14000,0.1512,390,517,Active,No,3700
L00678,C04805,Business Loan,210000,0.1058,6833,730,Active,No,107000
L00679,C18223,Car Loan,48000,0.0981,1545,613,Active,No,20700
L00680,C10137,Home Loan,200000,0.07519999999999999,1481,702,Closed,No,0
L00681,C00010,Personal Loan,38000,0.1385,1036,558,Active,No,11200
L00682,C19256,Car Loan,16000,0.0929,291,697,Active,No,4000
L00683,C05125,Home Loan,150000,0.0791,1091,678,Active,No,30200
L00684,C01016,Personal Loan,39000,0.1388,1331,485,Active,No,21200
L00685,C02194,Business Loan,145000,0.08529999999999999,2977,827,Active,No,27500
L00686,C08416,Personal Loan,10000,0.1212,471,662,Active,No,2900
L00687,C13551,Home Loan,275000,0.08349999999999999,2684,667,Active,No,18900
L00688,C14513,Home Loan,100000,0.0681,695,735,Closed,No,0
L00689,C04159,Personal Loan,20000,0.1216,666,685,Closed,No,0
L00690,C20310,Personal Loan,27000,0.1188,1269,720,Closed,No,0
L00691,C06971,Home Loan,200000,0.0898,1606,592,Closed,No,0
L00692,C06939,Car Loan,16000,0.08470000000000001,394,677,Active,No,11300
L00693,C21169,Home Loan,325000,0.1024,2910,527,Closed,No,0
L00694,C13773,Home Loan,100000,0.0799,955,669,Active,No,51900
L00695,C20385,Personal Loan,40000,0.0962,1284,812,Active,No,34500
L00696,C18018,Home Loan,275000,0.0855,2224,561,Closed,No,0
L00697,C10345,Education Loan,14000,0.0943,294,660,Active,No,10900
L00698,C07267,Home Loan,475000,0.1015,4367,509,Active,Yes,231800
L00699,C08703,Car Loan,54000,0.0805,1320,690,Active,No,29700
L00700,C00385,Personal Loan,37000,0.1164,816,729,Active,No,6000
L00701,C00405,Personal Loan,21000,0.1103,979,722,Closed,No,0
L00702,C08176,Car Loan,36000,0.09140000000000001,750,638,Active,No,4200
L00703,C15159,Personal Loan,16000,0.1405,547,507,Active,Yes,13100
L00704,C12764,Car Loan,30000,0.1007,762,584,Active,No,18400
L00705,C18385,Personal Loan,6000,0.09789999999999999,127,796,Closed,No,0
L00706,C09861,Personal Loan,25000,0.1155,653,764,Active,No,4900
L00707,C05990,Car Loan,46000,0.0969,1478,682,Active,No,26900
L00708,C15107,Car Loan,40000,0.07629999999999999,804,703,Closed,No,0
L00709,C17845,Car Loan,56000,0.0974,1800,602,Active,No,18700
L00710,C03637,Car Loan,46000,0.079,804,799,Active,No,35400
L00711,C10917,Business Loan,30000,0.1112,1400,628,Closed,No,0
L00712,C04810,Personal Loan,18000,0.1133,842,727,Closed,No,0
L00713,C20563,Personal Loan,32000,0.1351,2866,577,Active,No,10300
L00714,C13457,Home Loan,500000,0.07519999999999999,3701,674,Active,No,130700
L00715,C15445,Personal Loan,7000,0.1068,228,796,Closed,No,0
L00716,C05998,Personal Loan,23000,0.1262,519,609,Active,No,3100
L00717,C02049,Education Loan,66000,0.077,1602,753,Active,No,18100
L00718,C12339,Personal Loan,22000,0.1365,597,598,Active,No,12500
L00719,C21165,Car Loan,20000,0.0993,645,613,Active,No,6300
L00720,C17101,Home Loan,300000,0.08310000000000001,2568,689,Closed,No,0
L00721,C21950,Personal Loan,19000,0.1018,405,772,Active,No,1300
L00722,C04545,Business Loan,155000,0.1124,3389,664,Active,No,83400
L00723,C04977,Home Loan,375000,0.06509999999999999,2798,742,Active,No,88900
L00724,C12776,Home Loan,375000,0.059,2393,787,Active,No,44400
L00725,C10016,Personal Loan,21000,0.1245,472,624,Active,No,4300
L00726,C03420,Car Loan,40000,0.104,858,560,Closed,No,0
L00727,C14431,Personal Loan,19000,0.1178,421,659,Active,No,17100
L00728,C07240,Personal Loan,20000,0.1036,1762,798,Closed,No,0
L00729,C14490,Car Loan,28000,0.1005,596,620,Active,No,22200
L00730,C16634,Home Loan,425000,0.0566,2962,776,Active,No,266500
L00731,C10358,Car Loan,32000,0.0877,793,667,Closed,No,0
L00732,C17155,Home Loan,300000,0.0459,2309,839,Closed,No,0
L00733,C04364,Personal Loan,19000,0.1036,485,850,Active,No,10100
L00734,C10177,Car Loan,60000,0.0767,1455,777,Active,No,6100
L00735,C17462,Education Loan,70000,0.1021,1170,550,Closed,No,0
L00736,C08428,Car Loan,12000,0.1203,399,485,Active,No,5400
L00737,C08581,Car Loan,60000,0.0803,1053,695,Active,No,49900
L00738,C04859,Personal Loan,4000,0.1119,131,767,Active,No,800
L00739,C10041,Home Loan,475000,0.0702,4275,732,Active,No,304400
L00740,C21104,Home Loan,250000,0.0901,2251,628,Active,No,120900
L00741,C19199,Education Loan,60000,0.1042,807,563,Active,No,39400
L00742,C19759,Education Loan,78000,0.0774,936,769,Active,No,42500
L00743,C15255,Business Loan,180000,0.0971,3799,847,Active,No,144100
L00744,C11471,Home Loan,425000,0.08130000000000001,3589,633,Active,No,72000
L00745,C01253,Personal Loan,17000,0.1026,433,760,Active,No,8600
L00746,C06997,Car Loan,58000,0.0585,1358,850,Active,No,49000
L00747,C12174,Car Loan,60000,0.0974,1514,673,Active,No,42700
L00748,C04674,Car Loan,52000,0.0916,1657,675,Active,No,44300
L00749,C20915,Car Loan,38000,0.0806,1192,737,Active,No,12800
L00750,C15782,Personal Loan,20000,0.1216,943,665,Active,No,16600
L00751,C13052,Home Loan,350000,0.0653,2219,803,Closed,No,0
L00752,C06882,Home Loan,475000,0.0727,3247,655,Closed,No,0
L00753,C06950,Home Loan,200000,0.0751,1855,687,Active,No,89000
L00754,C09522,Personal Loan,13000,0.1382,443,567,Active,No,4100
L00755,C08018,Home Loan,275000,0.07339999999999999,1893,669,Active,No,138200
L00756,C06942,Home Loan,125000,0.09140000000000001,1061,604,Active,No,16900
L00757,C10210,Car Loan,48000,0.07980000000000001,1504,719,Active,No,38400
L00758,C17716,Education Loan,74000,0.1086,1908,548,Active,Yes,60400
L00759,C20646,Education Loan,48000,0.0765,740,773,Active,No,24100
L00760,C09551,Home Loan,500000,0.0774,4102,615,Active,No,369500
L00761,C21500,Home Loan,250000,0.0478,1948,841,Active,No,153400
L00762,C04638,Home Loan,325000,0.0476,1855,806,Active,No,111300
L00763,C04855,Business Loan,250000,0.09230000000000001,11448,735,Active,No,91600
L00764,C19562,Personal Loan,8000,0.1351,217,559,Closed,No,0
L00765,C10321,Home Loan,250000,0.08869999999999999,2076,636,Active,No,178900
L00766,C18565,Education Loan,42000,0.1031,1071,613,Active,No,10700
L00767,C04893,Personal Loan,29000,0.1293,777,624,Active,No,3800
L00768,C07044,Education Loan,48000,0.0725,564,824,Active,No,29000
L00769,C16522,Home Loan,275000,0.0757,2227,677,Active,No,135800
L00770,C19857,Personal Loan,22000,0.1258,737,634,Active,No,12600
L00771,C21834,Personal Loan,4000,0.1234,134,626,Closed,No,0
L00772,C19217,Education Loan,42000,0.0911,535,644,Active,No,19900
L00773,C19964,Education Loan,54000,0.073,635,735,Closed,No,0
L00774,C04165,Personal Loan,12000,0.136,574,551,Active,Yes,11200
L00775,C07942,Home Loan,500000,0.0699,4491,698,Active,No,116600
L00776,C14389,Personal Loan,20000,0.1179,1775,726,Active,No,4900
L00777,C05570,Business Loan,240000,0.1271,4328,542,Active,No,170200
L00778,C04301,Car Loan,18000,0.1065,462,569,Active,No,4900
L00779,C06270,Car Loan,22000,0.0737,439,685,Active,No,17200
L00780,C03819,Personal Loan,5000,0.08560000000000001,436,812,Active,No,600
L00781,C12016,Personal Loan,14000,0.1122,1239,792,Closed,No,0
L00782,C12235,Personal Loan,30000,0.1092,651,638,Closed,No,0
L00783,C18291,Car Loan,26000,0.0748,449,809,Active,No,4500
L00784,C06255,Education Loan,58000,0.0852,1191,662,Closed,No,0
L00785,C17145,Personal Loan,27000,0.1195,710,662,Active,No,14800
