account_id,customer_id,account_type,balance,branch_id,account_status,open_date
A10443,C07680,Loan Account,-125778.93,B005,Dormant,2022-09-10
A10444,C08209,Checking,19747.81,B013,Active,2017-07-14
A10445,C23724,Credit Card,-3556.2,B002,Closed,2026-06-03
A10446,C25820,Savings,5522.46,B020,Active,2015-10-26
A10447,C18590,Credit Card,-3276.07,B022,Closed,2023-11-19
A10448,C10717,Checking,5806.45,B007,Active,2018-10-28
A10449,C17454,Checking,3068.24,B017,Active,2023-03-11
A10450,C03445,Fixed Deposit,152682.78,B009,Active,2016-06-02
A10451,C10758,Savings,6248.49,B025,Active,2018-06-06
A10452,C14435,Savings,5945.75,B001,Active,2022-09-14
A10453,C01061,Savings,46513.94,B008,Active,2021-07-08
A10454,C18712,Credit Card,-4518.73,B002,Active,2022-01-02
A10455,C03421,Credit Card,-1211.24,B015,Active,2017-01-03
A10456,C00302,Savings,71831.7,B010,Active,2017-06-20
A10457,C12469,Savings,36034.21,B006,Active,2016-02-26
A10458,C16991,Checking,22570.86,B022,Active,2021-05-02
A10459,C19555,Savings,58468.2,B002,Active,2023-08-19
A10460,C00700,Savings,69273.52,B011,Dormant,2019-06-16
A10461,C21473,Savings,2147.33,B013,Active,2015-06-11
A10462,C25716,Checking,7711.83,B019,Active,2017-07-29
A10463,C00191,Checking,18400.51,B007,Closed,2015-06-13
A10464,C10493,Savings,17758.14,B003,Active,2017-11-13
A10465,C17365,Checking,18137.4,B022,Dormant,2023-01-24
A10466,C02976,Fixed Deposit,171383.73,B016,Active,2019-08-08
A10467,C06103,Savings,57836.02,B021,Active,2018-10-21
A10468,C17569,Checking,29273.57,B024,Active,2019-11-10
A10469,C19712,Checking,34809.96,B008,Active,2018-08-02
A10470,C19779,Fixed Deposit,220508.86,B011,Active,2025-05-20
A10471,C24704,Checking,12224.12,B025,Active,2018-04-18
A10472,C26642,Checking,10237.47,B002,Active,2019-12-06
A10473,C01817,Credit Card,-10470.81,B022,Active,2021-03-22
A10474,C22239,Savings,7359.2,B015,Active,2017-07-26
A10475,C23094,Checking,23239.76,B025,Active,2021-10-17
A10476,C00570,Checking,469.16,B002,Closed,2017-10-16
A10477,C05443,Savings,22290.69,B005,Active,2019-03-16
A10478,C01896,Savings,57646.19,B002,Active,2024-12-23
A10479,C19118,Savings,35454.27,B014,Active,2015-07-03
A10480,C03864,Savings,31263.44,B014,Active,2016-09-20
A10481,C12914,Credit Card,-3208.12,B019,Active,2025-07-18
A10482,C07456,Fixed Deposit,103580.95,B010,Active,2018-08-19
A10483,C04015,Savings,35785.11,B013,Active,2018-03-24
A10484,C11094,Savings,37265.73,B014,Active,2019-11-28
A10485,C18071,Loan Account,-99795.34,B015,Active,2016-01-10
A10486,C03010,Checking,3644.08,B015,Dormant,2018-12-15
A10487,C24191,Fixed Deposit,134389.99,B006,Active,2018-02-24
A10488,C16539,Savings,29332.07,B003,Active,2023-10-20
A10489,C10730,Credit Card,-1504.82,B005,Active,2018-05-12
A10490,C01410,Credit Card,-14812.05,B004,Active,2023-02-28
A10491,C12250,Savings,38973.05,B022,Active,2025-10-08
A10492,C00785,Savings,73101.01,B017,Active,2017-05-16
A10493,C27752,Savings,1635.64,B012,Dormant,2016-06-05
A10494,C08097,Savings,51971.46,B025,Active,2022-05-10
A10495,C07561,Loan Account,-194081.87,B009,Active,2025-09-11
A10496,C12534,Savings,64755.14,B010,Active,2023-01-31
A10497,C07344,Credit Card,-12053.6,B015,Active,2016-05-25
A10498,C07207,Credit Card,-2622.52,B008,Active,2026-05-20
A10499,C21981,Savings,68789.55,B008,Active,2016-05-30
A10500,C05802,Checking,4851.39,B011,Active,2020-02-01
A10501,C19191,Savings,7822.49,B014,Dormant,2015-03-27
A10502,C16922,Savings,62827.67,B008,Active,2026-03-20
A10503,C05987,Loan Account,-165326.48,B015,Active,2017-01-14
A10504,C18226,Savings,4473.85,B001,Active,2022-06-29
A10505,C29593,Savings,16948.95,B005,Active,2025-04-09
A10506,C10648,Credit Card,-11920.44,B011,Dormant,2019-09-28
A10507,C08717,Checking,23644.41,B015,Active,2022-04-04
A10508,C23356,Checking,16572.76,B001,Active,2025-06-22
A10509,C22010,Fixed Deposit,192582.83,B019,Dormant,2022-12-13
A10510,C19335,Savings,18071.5,B009,Active,2025-04-03
A10511,C24377,Credit Card,-7636.99,B025,Dormant,2018-01-20
A10512,C12324,Fixed Deposit,30849.22,B006,Closed,2015-05-03
A10513,C04781,Savings,35673.54,B006,Active,2026-03-14
A10514,C28692,Checking,17529.12,B005,Dormant,2025-07-31
A10515,C02369,Savings,68407.11,B016,Active,2024-01-12
A10516,C12040,Savings,71179.1,B006,Active,2017-02-16
A10517,C06656,Savings,65709.73,B008,Dormant,2017-08-09
A10518,C08174,Checking,32293.02,B014,Active,2025-05-01
A10519,C04496,Fixed Deposit,16404.04,B008,Active,2017-04-10
A10520,C10894,Checking,28955.16,B013,Active,2024-05-12
A10521,C25548,Fixed Deposit,21314.33,B013,Dormant,2026-04-23
A10522,C22387,Savings,43102.68,B009,Active,2015-07-22
A10523,C22999,Savings,6852.13,B005,Active,2021-11-09
A10524,C25743,Loan Account,-43387.39,B019,Active,2018-04-30
A10525,C13404,Fixed Deposit,5557.08,B004,Dormant,2015-04-09
A10526,C13122,Savings,29098.51,B017,Active,2016-08-15
A10527,C22304,Checking,18580.23,B020,Active,2021-05-31
A10528,C10967,Savings,20682.92,B014,Active,2023-04-11
A10529,C26559,Checking,17732.83,B009,Active,2015-07-14
A10530,C00854,Fixed Deposit,219667.0,B011,Active,2019-05-11
A10531,C20531,Credit Card,-5849.77,B013,Active,2023-11-21
A10532,C28313,Savings,41704.16,B025,Active,2019-05-09
A10533,C20154,Savings,73578.85,B002,Dormant,2018-11-30
A10534,C16959,Savings,29555.03,B008,Dormant,2016-10-20
A10535,C27838,Credit Card,-1770.69,B007,Active,2021-01-11
A10536,C17533,Checking,22671.64,B001,Active,2017-05-12
A10537,C22678,Loan Account,-46514.87,B022,Active,2025-09-16
A10538,C22842,Credit Card,-10319.67,B003,Active,2021-11-05
A10539,C23894,Savings,45993.16,B009,Active,2016-01-04
A10540,C09908,Credit Card,-2272.78,B003,Active,2019-07-29
A10541,C04778,Checking,21934.33,B022,Active,2015-06-07
A10542,C29510,Savings,50860.41,B024,Active,2019-05-12
A10543,C20239,Savings,38573.49,B015,Active,2016-10-24
A10544,C29750,Loan Account,-174840.17,B016,Active,2025-12-09
A10545,C15339,Checking,26254.05,B014,Active,2018-07-21
A10546,C02492,Credit Card,-4576.92,B014,Active,2025-07-12
A10547,C27237,Checking,17408.22,B016,Active,2019-07-06
A10548,C15329,Savings,30536.02,B023,Active,2023-12-16
A10549,C14600,Credit Card,-4996.73,B013,Active,2016-05-08
A10550,C19509,Credit Card,-4498.43,B022,Dormant,2019-02-14
A10551,C22076,Savings,29013.47,B021,Active,2016-11-12
A10552,C03052,Savings,23348.97,B001,Active,2026-01-10
A10553,C15980,Checking,33949.29,B009,Active,2020-11-21
A10554,C16389,Savings,73214.21,B019,Active,2016-01-06
A10555,C21607,Credit Card,-9388.78,B001,Active,2019-08-27
A10556,C21700,Savings,72080.26,B003,Active,2017-08-02
A10557,C21254,Credit Card,-6229.7,B018,Active,2023-09-24
A10558,C00877,Checking,590.95,B008,Active,2017-11-17
A10559,C25568,Savings,8755.96,B015,Active,2022-02-06
A10560,C23412,Savings,16904.79,B015,Dormant,2022-01-10
A10561,C04143,Savings,61136.35,B023,Closed,2026-01-03
A10562,C15203,Savings,55140.46,B010,Active,2016-09-01
A10563,C06967,Credit Card,-2611.43,B007,Active,2023-04-24
A10564,C07080,Savings,39247.24,B003,Dormant,2015-05-10
A10565,C07988,Checking,19705.89,B007,Dormant,2017-01-15
A10566,C06800,Checking,1684.02,B015,Active,2025-05-05
A10567,C28941,Savings,16425.04,B001,Active,2023-08-06
A10568,C04466,Checking,16172.19,B001,Active,2023-06-20
A10569,C17020,Credit Card,-3017.23,B001,Active,2023-08-16
A10570,C13418,Savings,48612.2,B023,Dormant,2017-10-27
A10571,C18078,Checking,21782.82,B015,Closed,2019-08-05
A10572,C26259,Savings,67069.75,B008,Dormant,2023-05-12
A10573,C21137,Savings,45332.17,B014,Active,2024-01-28
A10574,C08312,Savings,20908.35,B011,Active,2023-08-31
A10575,C17215,Savings,36789.05,B024,Active,2023-12-19
A10576,C14099,Credit Card,-4283.09,B001,Active,2022-06-18
A10577,C28252,Checking,29117.8,B009,Active,2025-10-08
A10578,C05178,Savings,40062.34,B005,Active,2019-02-11
A10579,C14263,Checking,28369.13,B012,Closed,2020-11-07
A10580,C25946,Checking,34637.48,B003,Active,2020-12-16
A10581,C25317,Savings,5118.74,B021,Active,2018-05-31
A10582,C08309,Credit Card,-4041.22,B019,Active,2016-12-25
A10583,C05950,Savings,69569.93,B023,Dormant,2023-03-14
A10584,C19223,Fixed Deposit,127551.1,B002,Active,2015-11-12
A10585,C01151,Savings,28879.72,B013,Active,2024-01-29
A10586,C23945,Checking,19351.55,B014,Active,2023-08-24
A10587,C01932,Fixed Deposit,227407.26,B010,Dormant,2017-05-11
A10588,C09205,Credit Card,-2220.59,B019,Active,2022-06-12
A10589,C18049,Savings,45213.4,B025,Active,2017-09-05
A10590,C01082,Checking,32619.74,B024,Active,2024-02-23
A10591,C29306,Savings,54471.63,B007,Active,2025-06-26
A10592,C16897,Checking,13225.6,B005,Active,2023-09-24
A10593,C27426,Credit Card,-11429.68,B008,Active,2018-09-17
A10594,C13408,Checking,22124.03,B007,Active,2021-03-09
A10595,C07806,Savings,57255.17,B015,Active,2021-12-29
A10596,C05238,Checking,23324.88,B008,Active,2018-05-15
A10597,C16944,Savings,46281.77,B018,Active,2016-02-06
A10598,C20057,Savings,7211.89,B009,Active,2023-04-27
A10599,C12776,Checking,20962.75,B008,Active,2019-03-02
A10600,C23789,Checking,468.58,B014,Active,2021-10-15
A10601,C16245,Checking,1505.69,B006,Active,2015-02-05
A10602,C13185,Savings,19217.13,B002,Dormant,2024-11-29
A10603,C03344,Fixed Deposit,35264.84,B025,Dormant,2024-03-28
A10604,C13501,Checking,8071.78,B023,Active,2019-09-20
A10605,C20455,Savings,72765.4,B020,Active,2015-10-18
A10606,C29376,Loan Account,-15080.22,B018,Active,2020-07-01
A10607,C09663,Fixed Deposit,22621.13,B011,Active,2024-06-10
A10608,C16965,Savings,6780.93,B018,Closed,2024-06-27
A10609,C15126,Checking,20398.22,B015,Active,2021-07-23
A10610,C23389,Checking,33090.42,B012,Active,2024-10-04
A10611,C26871,Savings,57253.78,B009,Active,2022-12-14
A10612,C08131,Savings,51793.15,B005,Active,2020-05-31
A10613,C19532,Checking,14174.37,B024,Active,2017-04-14
A10614,C20634,Savings,53006.64,B021,Active,2016-05-31
A10615,C01680,Credit Card,-5958.73,B022,Dormant,2015-05-12
A10616,C03507,Savings,59468.77,B005,Active,2021-05-11
A10617,C13285,Fixed Deposit,230274.24,B002,Active,2026-01-01
A10618,C07254,Credit Card,-3922.68,B023,Active,2021-03-24
A10619,C19129,Credit Card,-11430.72,B013,Dormant,2023-06-05
A10620,C27933,Savings,36134.08,B002,Dormant,2025-01-07
A10621,C28622,Credit Card,-4164.0,B013,Dormant,2018-12-19
A10622,C09436,Savings,61329.11,B013,Active,2015-09-01
A10623,C21573,Checking,7830.64,B022,Active,2017-06-21
A10624,C11311,Savings,42143.56,B008,Active,2022-02-07
A10625,C13297,Credit Card,-909.32,B020,Closed,2016-03-22
A10626,C18526,Savings,50518.57,B008,Active,2016-11-13
A10627,C13246,Checking,18982.25,B011,Active,2016-01-24
A10628,C27636,Credit Card,-4519.33,B002,Active,2025-09-21
A10629,C29125,Checking,19718.82,B024,Active,2025-11-01
A10630,C29900,Savings,22144.8,B017,Active,2024-10-09
A10631,C11152,Savings,30833.59,B017,Active,2020-04-20
A10632,C10458,Checking,29124.64,B006,Active,2026-05-23
A10633,C23002,Savings,44345.35,B025,Active,2023-11-04
A10634,C02480,Savings,32325.6,B002,Active,2019-01-27
A10635,C22869,Savings,8908.77,B023,Active,2015-01-27
A10636,C29223,Credit Card,-13274.76,B009,Active,2018-10-07
A10637,C26212,Savings,11765.02,B014,Active,2024-11-13
A10638,C29985,Fixed Deposit,231911.83,B021,Active,2026-01-06
A10639,C23806,Savings,71813.93,B020,Dormant,2022-06-24
A10640,C26334,Credit Card,-4000.18,B016,Active,2017-05-26
A10641,C04453,Savings,4067.81,B010,Active,2015-02-15
A10642,C26647,Fixed Deposit,152572.63,B021,Active,2019-03-05
A10643,C05882,Savings,47009.64,B016,Active,2016-05-11
A10644,C23050,Savings,73857.94,B016,Active,2015-12-23
A10645,C14070,Savings,18333.75,B022,Active,2020-09-27
A10646,C02850,Savings,54371.43,B014,Active,2023-09-10
A10647,C27828,Checking,34777.87,B022,Active,2020-02-22
A10648,C07391,Credit Card,-913.73,B025,Active,2018-06-04
A10649,C23290,Savings,26907.57,B011,Active,2025-12-12
A10650,C11923,Credit Card,-12879.52,B009,Active,2019-07-09
A10651,C02490,Credit Card,-13849.89,B019,Active,2015-06-17
A10652,C09824,Fixed Deposit,19660.05,B004,Closed,2024-09-02
A10653,C27393,Savings,7060.9,B006,Active,2018-09-16
A10654,C09208,Savings,73475.47,B007,Active,2022-04-07
A10655,C09541,Savings,74026.51,B022,Active,2017-04-26
A10656,C16365,Savings,9117.8,B017,Active,2016-04-03
A10657,C04612,Checking,2956.91,B011,Active,2017-02-11
A10658,C27664,Checking,23293.7,B021,Closed,2016-05-27
A10659,C19224,Savings,61505.31,B012,Active,2024-03-05
A10660,C24912,Checking,26561.82,B016,Active,2017-05-05
A10661,C05879,Savings,1192.4,B025,Active,2024-06-08
A10662,C29169,Savings,32887.47,B024,Active,2018-10-01
A10663,C16348,Savings,54142.38,B017,Active,2025-06-10
A10664,C25472,Checking,28468.37,B003,Closed,2026-03-11
A10665,C22688,Checking,24331.08,B019,Closed,2021-04-17
A10666,C28123,Credit Card,-10054.33,B013,Active,2025-03-17
A10667,C00852,Fixed Deposit,71350.08,B011,Active,2022-10-21
A10668,C18072,Credit Card,-2564.53,B023,Active,2021-10-12
A10669,C26508,Savings,40979.11,B014,Active,2023-11-13
A10670,C06834,Savings,19446.2,B003,Active,2016-12-31
A10671,C11939,Fixed Deposit,217490.7,B006,Active,2022-03-15
A10672,C02428,Credit Card,-2749.25,B013,Active,2024-01-02
A10673,C26145,Credit Card,-7598.0,B002,Active,2016-09-01
A10674,C04001,Credit Card,-2844.42,B002,Active,2023-01-21
A10675,C05053,Savings,8206.81,B008,Active,2018-03-31
A10676,C02739,Credit Card,-1387.65,B019,Active,2022-07-06
A10677,C28075,Savings,73347.27,B021,Dormant,2024-08-23
A10678,C22117,Savings,1309.94,B020,Active,2018-10-17
A10679,C05388,Savings,65077.12,B002,Active,2020-03-06
A10680,C08003,Checking,26344.26,B022,Active,2025-08-07
A10681,C05537,Checking,29942.35,B005,Dormant,2025-08-10
A10682,C13480,Checking,10459.1,B009,Active,2022-04-14
A10683,C03914,Checking,33430.74,B012,Active,2021-08-30
A10684,C17451,Savings,62552.35,B015,Active,2016-10-28
A10685,C24108,Savings,31207.81,B018,Active,2018-04-25
A10686,C20765,Checking,27616.63,B004,Active,2016-10-18
A10687,C10637,Credit Card,-8609.15,B015,Active,2022-09-06
A10688,C20492,Checking,11606.29,B023,Active,2021-07-02
A10689,C05727,Checking,5195.39,B022,Active,2020-05-12
A10690,C03374,Checking,32475.37,B004,Active,2015-05-14
A10691,C12162,Savings,17750.83,B003,Active,2016-03-03
A10692,C27123,Savings,38582.67,B005,Active,2018-01-31
A10693,C25330,Savings,39869.0,B025,Active,2015-05-07
A10694,C02083,Checking,1282.28,B013,Active,2021-04-24
A10695,C27351,Checking,27902.21,B018,Active,2024-08-08
A10696,C27473,Savings,52164.79,B025,Closed,2024-05-16
A10697,C28762,Checking,10208.24,B008,Closed,2015-10-25
A10698,C25352,Fixed Deposit,233543.1,B008,Active,2020-04-20
A10699,C23133,Savings,74371.02,B013,Active,2025-09-15
A10700,C16282,Loan Account,-66579.71,B013,Active,2021-02-12
A10701,C15306,Loan Account,-51762.17,B009,Active,2016-03-26
A10702,C09818,Credit Card,-14106.96,B003,Active,2024-11-09
A10703,C11262,Credit Card,-8469.29,B015,Active,2019-06-23
A10704,C00418,Savings,2337.6,B009,Active,2015-09-24
A10705,C24691,Savings,54071.79,B021,Closed,2023-08-15
A10706,C08809,Loan Account,-35495.55,B001,Active,2016-01-22
A10707,C20359,Savings,9367.78,B004,Active,2017-12-02
A10708,C03268,Savings,7487.54,B013,Dormant,2023-09-23
A10709,C17210,Savings,61839.5,B012,Active,2024-03-14
A10710,C24053,Credit Card,-7393.57,B024,Active,2023-09-05
A10711,C05746,Savings,63555.29,B009,Active,2023-08-25
A10712,C26093,Savings,29982.68,B016,Active,2017-04-24
A10713,C11339,Credit Card,-12383.35,B008,Active,2023-04-30
A10714,C00413,Checking,13044.91,B006,Active,2023-08-16
A10715,C07544,Checking,9846.02,B022,Active,2016-08-24
A10716,C07588,Savings,38434.27,B023,Dormant,2016-02-21
A10717,C00729,Savings,66864.87,B018,Active,2017-04-11
A10718,C27925,Savings,27135.81,B021,Active,2024-01-24
A10719,C23549,Checking,25758.19,B015,Dormant,2017-10-08
A10720,C27385,Credit Card,-5415.69,B008,Active,2022-10-31
A10721,C25252,Credit Card,-11659.11,B018,Active,2018-02-09
A10722,C11658,Savings,24137.51,B016,Active,2018-11-16
A10723,C05989,Fixed Deposit,55589.03,B022,Active,2026-03-31
A10724,C18889,Savings,56990.62,B009,Active,2021-07-05
A10725,C02968,Savings,10054.79,B003,Active,2020-02-15
A10726,C14528,Credit Card,-6322.03,B024,Active,2021-04-10
A10727,C19171,Savings,13259.72,B015,Active,2020-05-06
A10728,C16049,Credit Card,-12038.93,B008,Dormant,2018-05-06
A10729,C17507,Savings,885.95,B006,Active,2021-06-03
A10730,C20464,Savings,33339.76,B025,Active,2021-06-18
A10731,C17956,Checking,28346.47,B002,Active,2015-07-05
A10732,C05074,Savings,7063.07,B007,Active,2026-06-09
A10733,C05105,Savings,63547.73,B007,Active,2017-07-22
A10734,C02144,Checking,29538.25,B007,Dormant,2015-12-25
A10735,C26264,Savings,17796.42,B022,Active,2025-01-10
A10736,C23191,Credit Card,-1901.5,B011,Closed,2015-09-22
A10737,C07358,Credit Card,-2601.94,B015,Active,2016-11-26
A10738,C28709,Checking,22937.8,B001,Active,2016-02-07
A10739,C12044,Savings,62431.97,B005,Dormant,2024-06-20
A10740,C03441,Checking,2670.7,B005,Dormant,2015-09-29
A10741,C20151,Credit Card,-10213.76,B024,Active,2024-04-19
A10742,C05645,Savings,22004.1,B023,Active,2026-03-14
A10743,C10519,Savings,58731.2,B018,Active,2026-03-16
A10744,C14553,Credit Card,-3724.05,B025,Active,2024-04-19
A10745,C02915,Savings,66879.07,B021,Active,2016-02-11
A10746,C21353,Checking,10168.19,B016,Dormant,2022-03-16
A10747,C22302,Savings,35800.12,B001,Closed,2015-12-12
A10748,C13585,Credit Card,-14718.61,B014,Active,2024-07-28
A10749,C12145,Savings,74266.4,B001,Active,2015-09-05
A10750,C14398,Fixed Deposit,105703.93,B019,Active,2019-08-31
A10751,C08788,Savings,42064.62,B017,Active,2019-01-29
A10752,C14192,Fixed Deposit,135447.38,B017,Active,2026-02-06
A10753,C00729,Savings,29499.48,B001,Active,2016-10-06
A10754,C17750,Checking,8229.62,B006,Active,2015-10-03
A10755,C20877,Credit Card,-3807.77,B012,Active,2017-12-16
A10756,C00699,Savings,28517.81,B011,Active,2017-08-30
A10757,C07187,Savings,50602.54,B015,Active,2021-08-17
A10758,C14513,Fixed Deposit,183941.9,B018,Active,2019-02-25
A10759,C13924,Savings,54584.96,B014,Active,2022-07-21
A10760,C16780,Credit Card,-13776.99,B020,Active,2015-03-18
A10761,C07401,Savings,73106.83,B021,Active,2025-09-15
A10762,C24467,Checking,26609.36,B001,Active,2026-01-21
A10763,C04172,Savings,44999.69,B006,Active,2024-09-23
A10764,C04361,Credit Card,-10673.69,B011,Active,2018-10-16
A10765,C02503,Savings,11787.99,B017,Active,2015-07-11
A10766,C26396,Checking,27820.07,B007,Closed,2017-12-12
A10767,C17102,Savings,29881.13,B016,Active,2022-11-11
A10768,C19167,Checking,31921.07,B013,Active,2024-09-21
A10769,C21331,Savings,70563.41,B011,Active,2015-04-27
A10770,C28154,Savings,4648.98,B013,Active,2021-10-16
A10771,C05487,Checking,20354.14,B024,Active,2018-11-18
A10772,C08336,Savings,29086.77,B006,Dormant,2020-07-31
A10773,C21365,Fixed Deposit,105065.05,B016,Active,2021-02-12
A10774,C27717,Credit Card,-5756.97,B014,Closed,2026-06-15
A10775,C23651,Checking,27229.18,B025,Active,2017-07-19
A10776,C04492,Savings,41450.76,B021,Active,2017-10-08
A10777,C23577,Checking,26510.49,B013,Active,2017-02-09
A10778,C11131,Savings,72408.01,B025,Active,2018-08-04
A10779,C21973,Credit Card,-8834.51,B002,Active,2019-07-25
A10780,C07652,Savings,33617.93,B016,Active,2022-04-17
A10781,C20021,Savings,50665.16,B016,Active,2023-03-05
A10782,C27799,Savings,3440.31,B016,Active,2019-09-05
A10783,C01168,Loan Account,-176769.97,B020,Closed,2016-07-22
A10784,C27193,Credit Card,-12741.75,B012,Dormant,2016-06-16
A10785,C01063,Savings,43574.69,B006,Active,2019-05-03
A10786,C18541,Loan Account,-92269.83,B008,Active,2021-08-13
A10787,C24245,Savings,23292.23,B009,Active,2023-11-07
A10788,C21546,Credit Card,-6376.36,B022,Active,2025-09-28
A10789,C21690,Checking,33753.52,B007,Active,2021-12-01
A10790,C11175,Credit Card,-2070.16,B010,Active,2022-10-26
A10791,C22926,Savings,27281.37,B012,Active,2016-06-28
A10792,C27871,Savings,71371.9,B018,Active,2022-06-12
A10793,C04730,Checking,12483.07,B022,Closed,2024-10-04
A10794,C09349,Savings,43226.48,B008,Active,2024-07-02
A10795,C23715,Savings,51619.61,B022,Active,2018-08-10
A10796,C05335,Credit Card,-5865.72,B014,Active,2021-12-10
A10797,C08925,Checking,29592.87,B003,Active,2018-03-06
A10798,C04331,Savings,42613.91,B023,Active,2022-10-29
A10799,C24395,Savings,28407.47,B003,Dormant,2025-08-11
A10800,C06802,Savings,41141.4,B025,Active,2020-10-05
A10801,C04847,Credit Card,-981.17,B009,Active,2016-12-20
A10802,C06732,Credit Card,-4346.6,B002,Active,2021-01-08
A10803,C15369,Credit Card,-10795.94,B001,Active,2021-09-29
A10804,C23626,Credit Card,-14703.95,B023,Dormant,2025-02-23
A10805,C17338,Credit Card,-5933.57,B015,Active,2026-03-28
A10806,C02540,Savings,11482.24,B020,Active,2022-08-28
A10807,C07057,Savings,38017.04,B003,Active,2017-05-23
A10808,C11517,Credit Card,-11313.51,B003,Active,2015-02-05
A10809,C11494,Savings,67361.83,B025,Dormant,2022-10-12
A10810,C01543,Loan Account,-174283.29,B023,Active,2016-02-02
A10811,C21678,Fixed Deposit,246143.15,B010,Active,2020-08-08
A10812,C13965,Checking,3962.52,B010,Active,2018-12-31
A10813,C17576,Savings,45595.21,B001,Active,2022-07-19
A10814,C06314,Checking,18220.45,B018,Active,2017-02-27
A10815,C27570,Credit Card,-4121.9,B016,Active,2024-04-17
A10816,C23323,Credit Card,-11626.49,B024,Active,2025-09-14
A10817,C19066,Savings,32426.88,B012,Active,2019-03-19
A10818,C25794,Credit Card,-14933.26,B013,Active,2020-07-29
A10819,C17925,Checking,23493.95,B016,Active,2015-06-07
A10820,C22557,Savings,24300.43,B024,Active,2019-02-26
A10821,C27813,Savings,71909.16,B025,Active,2019-09-05
A10822,C21926,Checking,16112.74,B006,Active,2019-04-30
A10823,C26963,Savings,52177.2,B007,Active,2016-01-27
A10824,C28296,Savings,13488.28,B017,Dormant,2025-11-19
A10825,C13808,Savings,60555.86,B018,Active,2023-09-30
A10826,C09581,Fixed Deposit,8675.59,B012,Active,2021-11-21
A10827,C26433,Savings,4504.16,B021,Active,2015-06-19
A10828,C17750,Savings,58396.46,B006,Active,2023-07-16
A10829,C08692,Savings,30639.19,B014,Active,2026-05-26
A10830,C26257,Credit Card,-14194.11,B013,Active,2015-05-05
A10831,C25087,Credit Card,-9124.6,B011,Active,2026-05-22
A10832,C07495,Credit Card,-12586.3,B011,Active,2025-05-10
A10833,C04313,Checking,16422.95,B001,Active,2015-11-16
A10834,C01325,Checking,34635.07,B003,Dormant,2021-05-30
A10835,C25732,Savings,1435.87,B021,Active,2018-07-24
A10836,C26404,Checking,27283.77,B008,Dormant,2015-01-05
A10837,C03142,Savings,27868.66,B023,Active,2026-03-17
A10838,C23804,Checking,27475.66,B014,Active,2019-12-02
A10839,C19871,Savings,33754.66,B001,Active,2019-05-31
A10840,C01811,Fixed Deposit,189003.7,B013,Active,2015-05-18
A10841,C06589,Checking,19290.03,B001,Active,2019-09-04
A10842,C19308,Checking,26099.22,B007,Active,2023-11-25
A10843,C05302,Checking,18007.93,B024,Active,2021-03-27
A10844,C26791,Credit Card,-4940.44,B013,Active,2015-05-29
A10845,C20571,Checking,16147.71,B021,Active,2023-05-23
A10846,C25290,Savings,18047.5,B010,Active,2019-03-26
A10847,C22362,Savings,56915.88,B022,Active,2016-07-07
A10848,C28179,Savings,37668.29,B018,Active,2017-04-17
A10849,C28711,Savings,29671.0,B024,Active,2026-01-08
A10850,C15486,Savings,74347.7,B023,Active,2020-09-23
A10851,C11715,Fixed Deposit,18075.59,B018,Active,2023-10-09
A10852,C20653,Credit Card,-4122.15,B011,Active,2023-11-29
A10853,C04749,Savings,31360.33,B022,Active,2019-08-05
A10854,C21234,Savings,25302.81,B011,Active,2017-08-19
A10855,C09436,Checking,31342.34,B015,Active,2024-04-12
A10856,C03710,Savings,58304.29,B024,Dormant,2017-12-20
A10857,C25658,Credit Card,-14692.27,B011,Active,2025-04-24
A10858,C23004,Savings,55319.12,B012,Active,2018-01-25
A10859,C25032,Fixed Deposit,7026.81,B012,Active,2016-03-16
A10860,C13117,Savings,4027.19,B021,Active,2021-11-02
A10861,C25471,Savings,19471.98,B016,Dormant,2017-06-16
A10862,C09577,Fixed Deposit,245297.48,B005,Active,2024-02-11
A10863,C10151,Savings,29650.06,B009,Active,2016-02-19
A10864,C19457,Savings,42906.38,B022,Active,2020-06-24
A10865,C06531,Savings,58705.75,B012,Active,2017-03-21
A10866,C10189,Checking,9241.13,B023,Active,2019-03-18
A10867,C14684,Savings,70444.75,B016,Active,2022-10-23
A10868,C28862,Fixed Deposit,118066.08,B007,Active,2026-02-20
A10869,C00505,Fixed Deposit,219981.68,B017,Active,2024-01-12
A10870,C01215,Credit Card,-8212.97,B002,Active,2016-12-28
A10871,C01532,Savings,68082.21,B021,Active,2021-06-27
A10872,C28017,Loan Account,-29628.86,B025,Dormant,2021-10-12
A10873,C23961,Credit Card,-9843.03,B022,Active,2025-02-08
A10874,C00824,Savings,7011.5,B018,Active,2026-01-04
A10875,C17313,Savings,5200.6,B024,Active,2015-06-21
A10876,C05030,Checking,16407.24,B019,Dormant,2021-05-02
A10877,C13429,Credit Card,-14388.98,B024,Active,2017-10-05
A10878,C16518,Savings,46830.18,B020,Active,2018-09-24
A10879,C02106,Checking,28303.69,B018,Active,2025-04-14
A10880,C03628,Loan Account,-28333.39,B011,Active,2018-06-10
A10881,C12973,Savings,70942.99,B020,Active,2015-09-08
A10882,C22701,Savings,6762.22,B001,Active,2019-05-23
A10883,C01853,Fixed Deposit,219675.67,B009,Active,2025-09-15
A10884,C04911,Savings,7974.94,B023,Active,2021-11-23
A10885,C29845,Fixed Deposit,247672.31,B011,Closed,2018-02-06
A10886,C20560,Credit Card,-13367.32,B001,Active,2019-05-29
A10887,C27510,Savings,74674.81,B011,Active,2015-08-27
